"","Entry","Entry.name","Status","Protein.names","Gene.names","Organism","Length","EC.number","Cross.reference..GeneID.","Cross.reference..KEGG.","Cross.reference..GeneDB.","Ensembl.transcript","Cross.reference..RefSeq.","Cross.reference..UniGene.","Gene.ontology..GO.","Gene.ontology.IDs","Involvement.in.disease","Interacts.with","g_o"
"3577","P25553","ALDA_ECOLI","reviewed","Lactaldehyde dehydrogenase (EC 1.2.1.22) (Aldehyde dehydrogenase A) (Glycolaldehyde dehydrogenase) (EC 1.2.1.21)","aldA ald b1415 JW1412","Escherichia coli (strain K12)",479,"1.2.1.22; 1.2.1.21","945672;","ecj:JW1412;eco:b1415;",NA,NA,"NP_415933.1;WP_000115943.1;",NA,"cytosol [GO:0005829]; glycolaldehyde dehydrogenase activity [GO:0050569]; identical protein binding [GO:0042802]; lactaldehyde dehydrogenase activity [GO:0008911]; succinate-semialdehyde dehydrogenase (NAD+) activity [GO:0004777]; succinate-semialdehyde dehydrogenase [NAD(P)+] activity [GO:0009013]; L-fucose catabolic process [GO:0042355]; protein homotetramerization [GO:0051289]; rhamnose catabolic process [GO:0019301]","GO:0004777; GO:0005829; GO:0008911; GO:0009013; GO:0019301; GO:0042355; GO:0042802; GO:0050569; GO:0051289",NA,"","GO:0004777 GO:0005829 GO:0008911 GO:0009013 GO:0019301 GO:0042355 GO:0042802 GO:0050569 GO:0051289"
"3578","P77256","AKRMG_ECOLI","reviewed","NADH-specific methylglyoxal reductase (EC 1.1.1.-) (AKR11B2)","ydjG b1771 JW1760","Escherichia coli (strain K12)",326,"1.1.1.-","946283;","ecj:JW1760;eco:b1771;",NA,NA,"NP_416285.1;WP_000723710.1;",NA,"cytosol [GO:0005829]; methylglyoxal reductase (NADH-dependent) activity [GO:0019170]","GO:0005829; GO:0019170",NA,"","GO:0005829 GO:0019170"
"3579","P39265","ALSB_ECOLI","reviewed","D-allose-binding periplasmic protein (ALBP)","alsB yjcX b4088 JW4049","Escherichia coli (strain K12)",311,"","948604;","ecj:JW4049;eco:b4088;",NA,NA,"NP_418512.1;WP_001046187.1;",NA,"membrane [GO:0016020]; outer membrane-bounded periplasmic space [GO:0030288]; monosaccharide binding [GO:0048029]; carbohydrate transport [GO:0008643]","GO:0008643; GO:0016020; GO:0030288; GO:0048029",NA,"","GO:0008643 GO:0016020 GO:0030288 GO:0048029"
"3580","P69681","AMTB_ECOLI","reviewed","Ammonia channel (Ammonia transporter)","amtB ybaG b0451 JW0441","Escherichia coli (strain K12)",428,"","945084;","ecj:JW0441;eco:b0451;",NA,NA,"NP_414985.1;WP_000685029.1;",NA,"integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; ammonium transmembrane transporter activity [GO:0008519]; identical protein binding [GO:0042802]; uniporter activity [GO:0015292]; ammonium transport [GO:0015696]; carbon dioxide transport [GO:0015670]; nitrogen utilization [GO:0019740]","GO:0005886; GO:0005887; GO:0008519; GO:0015292; GO:0015670; GO:0015696; GO:0019740; GO:0042802",NA,"Itself; P0AC55","GO:0005886 GO:0005887 GO:0008519 GO:0015292 GO:0015670 GO:0015696 GO:0019740 GO:0042802"
"3581","P45565","AIS_ECOLI","reviewed","Lipopolysaccharide core heptose(II)-phosphate phosphatase (EC 3.1.3.-) (Polymyxin resistance protein PmrG)","ais pmrG b2252 JW2246","Escherichia coli (strain K12)",200,"3.1.3.-","944945;","ecj:JW2246;eco:b2252;",NA,NA,"NP_416755.1;WP_000879112.1;",NA,"periplasmic space [GO:0042597]; phosphatase activity [GO:0016791]; lipopolysaccharide metabolic process [GO:0008653]","GO:0008653; GO:0016791; GO:0042597",NA,"","GO:0008653 GO:0016791 GO:0042597"
"3582","P77425","ALLC_ECOLI","reviewed","Allantoate amidohydrolase (AAH) (EC 3.5.3.9) (Allantoate deiminase)","allC glxB7 ylbB b0516 JW0504","Escherichia coli (strain K12)",411,"3.5.3.9","945150;","ecj:JW0504;eco:b0516;",NA,NA,"NP_415049.1;WP_001310618.1;",NA,"cytoplasm [GO:0005737]; allantoate deiminase activity [GO:0047652]; manganese ion binding [GO:0030145]; protein homodimerization activity [GO:0042803]; zinc ion binding [GO:0008270]; allantoin assimilation pathway [GO:0009442]; purine nucleobase metabolic process [GO:0006144]","GO:0005737; GO:0006144; GO:0008270; GO:0009442; GO:0030145; GO:0042803; GO:0047652",NA,"","GO:0005737 GO:0006144 GO:0008270 GO:0009442 GO:0030145 GO:0042803 GO:0047652"
"3583","P75712","ALLP_ECOLI","reviewed","Putative allantoin permease (Allantoin transport protein)","ybbW glxB2 b0511 JW0499","Escherichia coli (strain K12)",484,"","945138;","ecj:JW0499;eco:b0511;",NA,NA,"NP_415044.4;WP_000401100.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; nucleobase transmembrane transporter activity [GO:0015205]; purine nucleobase metabolic process [GO:0006144]","GO:0005886; GO:0006144; GO:0015205; GO:0016021",NA,"","GO:0005886 GO:0006144 GO:0015205 GO:0016021"
"3584","P68767","AMPA_ECOLI","reviewed","Cytosol aminopeptidase (EC 3.4.11.1) (Aminopeptidase A/I) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)","pepA carP xerB b4260 JW4217","Escherichia coli (strain K12)",503,"3.4.11.1; 3.4.11.10","948791;","ecj:JW4217;eco:b4260;",NA,NA,"NP_418681.1;WP_000397144.1;",NA,"cytoplasm [GO:0005737]; aminopeptidase activity [GO:0004177]; DNA binding [GO:0003677]; manganese ion binding [GO:0030145]; metalloexopeptidase activity [GO:0008235]; transcription antitermination factor activity, DNA binding [GO:0001073]; peptide catabolic process [GO:0043171]; plasmid maintenance [GO:0006276]; plasmid recombination [GO:0042150]; transcription, DNA-templated [GO:0006351]","GO:0001073; GO:0003677; GO:0004177; GO:0005737; GO:0006276; GO:0006351; GO:0008235; GO:0030145; GO:0042150; GO:0043171",NA,"","GO:0001073 GO:0003677 GO:0004177 GO:0005737 GO:0006276 GO:0006351 GO:0008235 GO:0030145 GO:0042150 GO:0043171"
"3585","P05050","ALKB_ECOLI","reviewed","Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)","alkB aidD b2212 JW2200","Escherichia coli (strain K12)",216,"1.14.11.33","946708;","ecj:JW2200;eco:b2212;",NA,NA,"NP_416716.1;WP_000884971.1;",NA,"1-ethyladenine demethylase activity [GO:0103053]; dioxygenase activity [GO:0051213]; DNA-N1-methyladenine dioxygenase activity [GO:0043734]; ferrous iron binding [GO:0008198]; oxidative RNA demethylase activity [GO:0035515]; DNA dealkylation involved in DNA repair [GO:0006307]; DNA demethylation [GO:0080111]; DNA repair [GO:0006281]; oxidative demethylation [GO:0070989]; oxidative single-stranded DNA demethylation [GO:0035552]; oxidative single-stranded RNA demethylation [GO:0035553]; RNA repair [GO:0042245]","GO:0006281; GO:0006307; GO:0008198; GO:0035515; GO:0035552; GO:0035553; GO:0042245; GO:0043734; GO:0051213; GO:0070989; GO:0080111; GO:0103053",NA,"","GO:0006281 GO:0006307 GO:0008198 GO:0035515 GO:0035552 GO:0035553 GO:0042245 GO:0043734 GO:0051213 GO:0070989 GO:0080111 GO:0103053"
"3586","P0ACN4","ALLR_ECOLI","reviewed","HTH-type transcriptional repressor AllR (Negative regulator of allantoin and glyoxylate utilization operons)","allR glxA3 ybbU b0506 JW0494","Escherichia coli (strain K12)",271,"","945333;","ecj:JW0494;eco:b0506;",NA,NA,"NP_415039.1;WP_000141275.1;",NA,"cytosol [GO:0005829]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; identical protein binding [GO:0042802]; cellular response to DNA damage stimulus [GO:0006974]; negative regulation of transcription, DNA-templated [GO:0045892]","GO:0003677; GO:0003700; GO:0005829; GO:0006974; GO:0042802; GO:0045892",NA,"Itself; P31552","GO:0003677 GO:0003700 GO:0005829 GO:0006974 GO:0042802 GO:0045892"
"3587","P77731","ALLA_ECOLI","reviewed","Ureidoglycolate lyase (EC 4.3.2.3) (Ureidoglycolatase) (Ureidoglycolate hydrolase)","allA glxA2 ybbT b0505 JW0493","Escherichia coli (strain K12)",160,"4.3.2.3","945141;","ecj:JW0493;eco:b0505;",NA,NA,"NP_415038.1;WP_000776377.1;",NA,"ureidoglycolate hydrolase activity [GO:0004848]; ureidoglycolate lyase activity [GO:0050385]; allantoin catabolic process [GO:0000256]; purine nucleobase catabolic process [GO:0006145]","GO:0000256; GO:0004848; GO:0006145; GO:0050385",NA,"","GO:0000256 GO:0004848 GO:0006145 GO:0050385"
"3588","P0ACR0","ALLS_ECOLI","reviewed","HTH-type transcriptional activator AllS","allS glxA1 ybbS b0504 JW0492","Escherichia coli (strain K12)",308,"","945139;","ecj:JW0492;eco:b0504;",NA,NA,"NP_415037.1;WP_000460145.1;",NA,"DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of transcription, DNA-templated [GO:0006355]","GO:0003700; GO:0006355; GO:0043565; GO:0045893",NA,"","GO:0003700 GO:0006355 GO:0043565 GO:0045893"
"3589","P04825","AMPN_ECOLI","reviewed","Aminopeptidase N (EC 3.4.11.2) (Alpha-aminoacylpeptide hydrolase)","pepN b0932 JW0915","Escherichia coli (strain K12)",870,"3.4.11.2","947253;","ecj:JW0915;eco:b0932;",NA,NA,"NP_415452.1;WP_000193841.1;",NA,"cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; aminopeptidase activity [GO:0004177]; identical protein binding [GO:0042802]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]; peptide catabolic process [GO:0043171]; proteolysis [GO:0006508]","GO:0004177; GO:0005737; GO:0005886; GO:0006508; GO:0008237; GO:0008270; GO:0042802; GO:0043171",NA,"Itself; P19318","GO:0004177 GO:0005737 GO:0005886 GO:0006508 GO:0008237 GO:0008270 GO:0042802 GO:0043171"
"3590","P15034","AMPP_ECOLI","reviewed","Xaa-Pro aminopeptidase (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Aminopeptidase P II) (APP-II) (X-Pro aminopeptidase)","pepP b2908 JW2876","Escherichia coli (strain K12)",441,"3.4.11.9","947385;","ecj:JW2876;eco:b2908;",NA,NA,"NP_417384.1;WP_001290136.1;",NA,"cytosol [GO:0005829]; aminopeptidase activity [GO:0004177]; identical protein binding [GO:0042802]; manganese ion binding [GO:0030145]; metalloexopeptidase activity [GO:0008235]","GO:0004177; GO:0005829; GO:0008235; GO:0030145; GO:0042802",NA,"P60560; P15288","GO:0004177 GO:0005829 GO:0008235 GO:0030145 GO:0042802"
"3591","P33224","AIDB_ECOLI","reviewed","Putative acyl-CoA dehydrogenase AidB (EC 1.3.99.-)","aidB b4187 JW5867","Escherichia coli (strain K12)",541,"1.3.99.-","948710;","ecj:JW5867;eco:b4187;",NA,NA,"NP_418608.6;WP_001350567.1;",NA,"cytoplasm [GO:0005737]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; isovaleryl-CoA dehydrogenase activity [GO:0008470]; sequence-specific DNA binding [GO:0043565]; cellular response to DNA damage stimulus [GO:0006974]; negative regulation of transcription, DNA-templated [GO:0045892]","GO:0003677; GO:0005737; GO:0006974; GO:0008470; GO:0042802; GO:0043565; GO:0045892",NA,"Itself","GO:0003677 GO:0005737 GO:0006974 GO:0008470 GO:0042802 GO:0043565 GO:0045892"
"3592","P37685","ALDB_ECOLI","reviewed","Aldehyde dehydrogenase B (EC 1.2.1.-)","aldB yiaX b3588 JW3561","Escherichia coli (strain K12)",512,"1.2.1.-","948104;","ecj:JW3561;eco:b3588;",NA,NA,"NP_418045.4;WP_000183980.1;",NA,"aldehyde dehydrogenase (NAD) activity [GO:0004029]; oxidoreductase activity [GO:0016491]; cellular response to DNA damage stimulus [GO:0006974]; response to ethanol [GO:0045471]","GO:0004029; GO:0006974; GO:0016491; GO:0045471",NA,"","GO:0004029 GO:0006974 GO:0016491 GO:0045471"
"3593","P32720","ALSC_ECOLI","reviewed","D-allose transport system permease protein AlsC","alsC yjcV b4086 JW4047","Escherichia coli (strain K12)",326,"","948594;","ecj:JW4047;eco:b4086;",NA,NA,"NP_418510.1;WP_000507106.1;",NA,"integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; carbohydrate transport [GO:0008643]","GO:0005886; GO:0005887; GO:0008643; GO:0016021; GO:0022857",NA,"","GO:0005886 GO:0005887 GO:0008643 GO:0016021 GO:0022857"
"3594","P0AC28","5FCL_ECOLI","reviewed","5-formyltetrahydrofolate cyclo-ligase (5-FCL) (EC 6.3.3.2) (5,10-methenyltetrahydrofolate synthetase) (MTHFS)","ygfA b2912 JW2879","Escherichia coli (strain K12)",182,"6.3.3.2","945167;","ecj:JW2879;eco:b2912;",NA,NA,"NP_417387.3;",NA,"5-formyltetrahydrofolate cyclo-ligase activity [GO:0030272]; ATP binding [GO:0005524]; dormancy process [GO:0022611]; folic acid-containing compound biosynthetic process [GO:0009396]; tetrahydrofolate interconversion [GO:0035999]","GO:0005524; GO:0009396; GO:0022611; GO:0030272; GO:0035999",NA,"P0A763","GO:0005524 GO:0009396 GO:0022611 GO:0030272 GO:0035999"
"3595","P00509","AAT_ECOLI","reviewed","Aspartate aminotransferase (AspAT) (EC 2.6.1.1) (Transaminase A)","aspC b0928 JW0911","Escherichia coli (strain K12)",396,"2.6.1.1","945553;","ecj:JW0911;eco:b0928;",NA,NA,"NP_415448.1;WP_000462687.1;",NA,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; identical protein binding [GO:0042802]; L-aspartate:2-oxoglutarate aminotransferase activity [GO:0004069]; L-tyrosine:2-oxoglutarate aminotransferase activity [GO:0004838]; pyridoxal phosphate binding [GO:0030170]; L-phenylalanine biosynthetic process [GO:0009094]; L-phenylalanine biosynthetic process from chorismate via phenylpyruvate [GO:0033585]","GO:0004069; GO:0004838; GO:0005737; GO:0005829; GO:0009094; GO:0030170; GO:0033585; GO:0042802",NA,"Itself","GO:0004069 GO:0004838 GO:0005737 GO:0005829 GO:0009094 GO:0030170 GO:0033585 GO:0042802"
"3596","P04395","3MG2_ECOLI","reviewed","DNA-3-methyladenine glycosylase 2 (EC 3.2.2.21) (3-methyladenine-DNA glycosylase II, inducible) (TAG II) (DNA-3-methyladenine glycosidase II) (DNA-3-methyladenine glycosylase II)","alkA aidA b2068 JW2053","Escherichia coli (strain K12)",282,"3.2.2.21","947371;","ecj:JW2053;eco:b2068;",NA,NA,"NP_416572.1;WP_000288420.1;",NA,"cytoplasm [GO:0005737]; protein-DNA complex [GO:0032993]; alkylated DNA binding [GO:0032131]; alkylbase DNA N-glycosylase activity [GO:0003905]; DNA-3-methyladenine glycosylase activity [GO:0008725]; DNA-3-methylguanine glycosylase activity [GO:0052822]; DNA-7-methyladenine glycosylase activity [GO:0052821]; DNA-7-methylguanine glycosylase activity [GO:0043916]; base-excision repair [GO:0006284]; base-excision repair, AP site formation [GO:0006285]; cellular response to DNA damage stimulus [GO:0006974]; DNA dealkylation involved in DNA repair [GO:0006307]; DNA repair [GO:0006281]","GO:0003905; GO:0005737; GO:0006281; GO:0006284; GO:0006285; GO:0006307; GO:0006974; GO:0008725; GO:0032131; GO:0032993; GO:0043916; GO:0052821; GO:0052822",NA,"P06959","GO:0003905 GO:0005737 GO:0006281 GO:0006284 GO:0006285 GO:0006307 GO:0006974 GO:0008725 GO:0032131 GO:0032993 GO:0043916 GO:0052821 GO:0052822"
"3597","P46482","AAEA_ECOLI","reviewed","p-hydroxybenzoic acid efflux pump subunit AaeA (pHBA efflux pump protein A)","aaeA yhcQ b3241 JW3210","Escherichia coli (strain K12)",310,"","947748;","ecj:JW3210;eco:b3241;",NA,NA,"NP_417708.1;WP_000854021.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; carboxylic acid transport [GO:0046942]","GO:0005886; GO:0016021; GO:0022857; GO:0046942",NA,"","GO:0005886 GO:0016021 GO:0022857 GO:0046942"
"3598","P30871","3PASE_ECOLI","reviewed","Inorganic triphosphatase (PPPase) (EC 3.6.1.25) (ORFXE)","ygiF b3054 JW3026","Escherichia coli (strain K12)",433,"3.6.1.25","947554;","ecj:JW3026;eco:b3054;",NA,NA,"NP_417526.1;WP_000046281.1;",NA,"metal ion binding [GO:0046872]; triphosphatase activity [GO:0050355]","GO:0046872; GO:0050355",NA,"","GO:0046872 GO:0050355"
"3599","P46854","AAAT_ECOLI","reviewed","L-amino acid N-acetyltransferase AaaT (L-methionine N-acetyltransferase) (EC 2.3.1.-) (L-phenylalanine N-acetyltransferase) (EC 2.3.1.53)","aaaT yhhY b3441 JW3405","Escherichia coli (strain K12)",162,"2.3.1.-; 2.3.1.53","947943;","ecj:JW3405;eco:b3441;",NA,NA,"NP_417898.1;WP_001295206.1;",NA,"N-acetyltransferase activity [GO:0008080]; phenylalanine N-acetyltransferase activity [GO:0050176]","GO:0008080; GO:0050176",NA,"","GO:0008080 GO:0050176"
"3600","P77744","ABGR_ECOLI","reviewed","HTH-type transcriptional regulator AbgR","abgR b1339 JW1333","Escherichia coli (strain K12)",302,"","945831;","ecj:JW1333;eco:b1339;",NA,NA,"NP_415855.1;WP_000885458.1;",NA,"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]","GO:0003677; GO:0003700",NA,"","GO:0003677 GO:0003700"
"3601","P76491","5DNU_ECOLI","reviewed","5'-deoxynucleotidase YfbR (EC 3.1.3.89) (5'-deoxyribonucleotidase) (Nucleoside 5'-monophosphate phosphohydrolase)","yfbR b2291 JW2288","Escherichia coli (strain K12)",199,"3.1.3.89","946771;","ecj:JW2288;eco:b2291;",NA,NA,"NP_416794.1;WP_000813859.1;",NA,"cytoplasm [GO:0005737]; 5'-deoxynucleotidase activity [GO:0002953]; cobalt ion binding [GO:0050897]; identical protein binding [GO:0042802]; nucleotide binding [GO:0000166]; dUMP biosynthetic process [GO:0006226]; pyrimidine deoxyribonucleotide salvage [GO:0010139]","GO:0000166; GO:0002953; GO:0005737; GO:0006226; GO:0010139; GO:0042802; GO:0050897",NA,"","GO:0000166 GO:0002953 GO:0005737 GO:0006226 GO:0010139 GO:0042802 GO:0050897"
"3602","P67662","AAER_ECOLI","reviewed","HTH-type transcriptional activator AaeR","aaeR yhcS b3243 JW3212","Escherichia coli (strain K12)",309,"","947760;","ecj:JW3212;eco:b3243;",NA,NA,"NP_417710.1;WP_000440317.1;",NA,"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-templated transcription, initiation [GO:0006352]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]","GO:0003677; GO:0003700; GO:0006351; GO:0006352; GO:0006355; GO:0045893",NA,"","GO:0003677 GO:0003700 GO:0006351 GO:0006352 GO:0006355 GO:0045893"
"3603","P31119","AAS_ECOLI","reviewed","Bifunctional protein Aas [Includes: 2-acylglycerophosphoethanolamine acyltransferase (EC 2.3.1.40) (2-acyl-GPE acyltransferase) (Acyl-[acyl-carrier-protein]--phospholipid O-acyltransferase); Acyl-[acyl-carrier-protein] synthetase (EC 6.2.1.20) (Acyl-ACP synthetase) (Long-chain-fatty-acid--[acyl-carrier-protein] ligase)]","aas b2836 JW2804","Escherichia coli (strain K12)",719,"2.3.1.40; 6.2.1.20","947315;","ecj:JW2804;eco:b2836;",NA,NA,"NP_417313.1;WP_000899054.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase activity [GO:0008779]; ATP binding [GO:0005524]; long-chain fatty acid [acyl-carrier-protein] ligase activity [GO:0008922]; fatty acid metabolic process [GO:0006631]; phospholipid biosynthetic process [GO:0008654]","GO:0005524; GO:0005886; GO:0006631; GO:0008654; GO:0008779; GO:0008922; GO:0016021",NA,"","GO:0005524 GO:0005886 GO:0006631 GO:0008654 GO:0008779 GO:0008922 GO:0016021"
"3604","P76578","A2MG_ECOLI","reviewed","Alpha-2-macroglobulin (ECAM)","yfhM b2520 JW2504","Escherichia coli (strain K12)",1653,"","947302;","ecj:JW2504;eco:b2520;",NA,NA,"NP_417015.1;WP_000736312.1;",NA,"anchored component of external side of plasma membrane [GO:0031362]; extracellular space [GO:0005615]; endopeptidase inhibitor activity [GO:0004866]; negative regulation of endopeptidase activity [GO:0010951]","GO:0004866; GO:0005615; GO:0010951; GO:0031362",NA,"","GO:0004866 GO:0005615 GO:0010951 GO:0031362"
"3605","P25550","ASLB_ECOLI","reviewed","Anaerobic sulfatase-maturating enzyme homolog AslB (AnSME homolog)","aslB atsB b3800 JW5594","Escherichia coli (strain K12)",411,"","949013;","ecj:JW5594;eco:b3800;",NA,NA,"WP_000941517.1;YP_026259.1;",NA,"4 iron, 4 sulfur cluster binding [GO:0051539]; catalytic activity [GO:0003824]; metal ion binding [GO:0046872]; protein maturation [GO:0051604]","GO:0003824; GO:0046872; GO:0051539; GO:0051604",NA,"","GO:0003824 GO:0046872 GO:0051539 GO:0051604"
"3606","P0AC38","ASPA_ECOLI","reviewed","Aspartate ammonia-lyase (Aspartase) (EC 4.3.1.1)","aspA b4139 JW4099","Escherichia coli (strain K12)",478,"4.3.1.1","948658;","ecj:JW4099;eco:b4139;",NA,NA,"NP_418562.4;WP_000069437.1;",NA,"cytosol [GO:0005829]; membrane [GO:0016020]; aspartate ammonia-lyase activity [GO:0008797]; aspartate metabolic process [GO:0006531]; cellular amino acid biosynthetic process [GO:0008652]; tricarboxylic acid cycle [GO:0006099]","GO:0005829; GO:0006099; GO:0006531; GO:0008652; GO:0008797; GO:0016020",NA,"P0A6Y8","GO:0005829 GO:0006099 GO:0006531 GO:0008652 GO:0008797 GO:0016020"
"3607","P76217","ASTD_ECOLI","reviewed","N-succinylglutamate 5-semialdehyde dehydrogenase (EC 1.2.1.71) (Succinylglutamic semialdehyde dehydrogenase) (SGSD)","astD ydjU b1746 JW5282","Escherichia coli (strain K12)",492,"1.2.1.71","946260;","ecj:JW5282;eco:b1746;",NA,NA,"NP_416260.1;WP_000177206.1;",NA,"1-pyrroline dehydrogenase activity [GO:0033737]; aldehyde dehydrogenase (NAD) activity [GO:0004029]; aminobutyraldehyde dehydrogenase activity [GO:0019145]; succinylglutamate-semialdehyde dehydrogenase activity [GO:0043824]; arginine catabolic process to glutamate [GO:0019544]; arginine catabolic process to succinate [GO:0019545]","GO:0004029; GO:0019145; GO:0019544; GO:0019545; GO:0033737; GO:0043824",NA,"P06722","GO:0004029 GO:0019145 GO:0019544 GO:0019545 GO:0033737 GO:0043824"
"3608","P0ABH7","CISY_ECOLI","reviewed","Citrate synthase (EC 2.3.3.16)","gltA gluT icdB b0720 JW0710","Escherichia coli (strain K12)",427,"2.3.3.16","945323;","ecj:JW0710;eco:b0720;",NA,NA,"NP_415248.1;WP_000785834.1;",NA,"cytosol [GO:0005829]; citrate (Si)-synthase activity [GO:0004108]; identical protein binding [GO:0042802]; tricarboxylic acid cycle [GO:0006099]","GO:0004108; GO:0005829; GO:0006099; GO:0042802",NA,"Itself; P76407","GO:0004108 GO:0005829 GO:0006099 GO:0042802"
"3609","P77231","CITG_ECOLI","reviewed","2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase (2-(5''-triphosphoribosyl)-3'-dephospho-CoA synthase) (EC 2.4.2.52)","citG ybdT b0613 JW0605","Escherichia coli (strain K12)",292,"2.4.2.52","946395;","ecj:JW0605;eco:b0613;",NA,NA,"NP_415146.1;WP_000062457.1;",NA,"ATP binding [GO:0005524]; triphosphoribosyl-dephospho-CoA synthase activity [GO:0046917]; phosphorylation [GO:0016310]; prosthetic group biosynthetic process [GO:0051191]","GO:0005524; GO:0016310; GO:0046917; GO:0051191",NA,"","GO:0005524 GO:0016310 GO:0046917 GO:0051191"
"3610","P0A6G5","CITX_ECOLI","reviewed","Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase (EC 2.7.7.61) (Apo-ACP nucleodityltransferase) (Holo-ACP synthase) (Holo-citrate lyase synthase)","citX ybdU b0614 JW0606","Escherichia coli (strain K12)",183,"2.7.7.61","949084;","ecj:JW0606;eco:b0614;",NA,NA,"NP_415147.1;WP_000550422.1;",NA,"holo-citrate lyase synthase activity [GO:0050519]; prosthetic group biosynthetic process [GO:0051191]; protein-phosphoribosyl dephospho-coenzyme A linkage [GO:0018247]","GO:0018247; GO:0050519; GO:0051191",NA,"","GO:0018247 GO:0050519 GO:0051191"
"3611","P0AFP2","ATL_ECOLI","reviewed","DNA base-flipping protein (Alkyltransferase-like protein ATL)","atl ybaZ b0454 JW0444","Escherichia coli (strain K12)",129,"","945094;","ecj:JW0444;eco:b0454;",NA,NA,"NP_414988.1;WP_001300427.1;",NA,"catalytic activity [GO:0003824]; damaged DNA binding [GO:0003684]; enzyme binding [GO:0019899]; DNA repair [GO:0006281]","GO:0003684; GO:0003824; GO:0006281; GO:0019899",NA,"P0A698","GO:0003684 GO:0003824 GO:0006281 GO:0019899"
"3612","P0ABB8","ATMA_ECOLI","reviewed","Magnesium-transporting ATPase, P-type 1 (EC 3.6.3.2) (Mg(2+) transport ATPase, P-type 1)","mgtA corB mgt b4242 JW4201","Escherichia coli (strain K12)",898,"3.6.3.2","948778;","ecj:JW4201;eco:b4242;",NA,NA,"NP_418663.1;WP_000471889.1;",NA,"integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; magnesium-importing ATPase activity [GO:0015444]; metal ion binding [GO:0046872]","GO:0005524; GO:0005886; GO:0005887; GO:0015444; GO:0046872",NA,"","GO:0005524 GO:0005886 GO:0005887 GO:0015444 GO:0046872"
"3613","P76458","ATOD_ECOLI","reviewed","Acetate CoA-transferase subunit alpha (EC 2.8.3.8) (Acetyl-CoA:acetoacetate-CoA transferase subunit alpha)","atoD b2221 JW2215","Escherichia coli (strain K12)",220,"2.8.3.8","947525;","ecj:JW2215;eco:b2221;",NA,NA,"NP_416725.1;WP_000850540.1;",NA,"acetate CoA-transferase activity [GO:0008775]; short-chain fatty acid metabolic process [GO:0046459]","GO:0008775; GO:0046459",NA,"","GO:0008775 GO:0046459"
"3614","P0AE28","AROM_ECOLI","reviewed","Protein AroM","aroM b0390 JW0381","Escherichia coli (strain K12)",225,"","945045;","ecj:JW0381;eco:b0390;",NA,NA,"NP_414924.1;WP_001276420.1;",NA,"","",NA,"",""
"3615","P08365","CHPS_ECOLI","reviewed","Antitoxin ChpS","chpS chpBI yjfB b4224 JW5750","Escherichia coli (strain K12)",83,"","948739;","ecj:JW5750;eco:b4224;",NA,NA,"NP_418645.2;WP_001223208.1;",NA,"DNA binding [GO:0003677]; toxin-antitoxin pair type II binding [GO:0097351]; positive regulation of cell growth [GO:0030307]","GO:0003677; GO:0030307; GO:0097351",NA,"P0A9M8","GO:0003677 GO:0030307 GO:0097351"
