"","Entry","Entry.name","Status","Protein.names","Gene.names","Organism","Length","EC.number","Cross.reference..GeneID.","Cross.reference..KEGG.","Cross.reference..GeneDB.","Ensembl.transcript","Cross.reference..RefSeq.","Cross.reference..UniGene.","Gene.ontology..GO.","Gene.ontology.IDs","Involvement.in.disease","Interacts.with","g_o"
"2552","Q9HTA8","Q9HTA8_PSEAE","unreviewed","Uncharacterized protein","PA5462","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",97,"","879300;","pae:PA5462;",NA,NA,"NP_254149.1;WP_003096909.1;",NA,"","",NA,"",""
"2553","Q9HZF0","Q9HZF0_PSEAE","unreviewed","PelG","pelG PA3058","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",456,"","879929;","pae:PA3058;",NA,NA,"NP_251748.1;WP_003091283.1;",NA,"integral component of membrane [GO:0016021]; extracellular polysaccharide biosynthetic process [GO:0045226]; polysaccharide transport [GO:0015774]; single-species biofilm formation [GO:0044010]","GO:0015774; GO:0016021; GO:0044010; GO:0045226",NA,"","GO:0015774 GO:0016021 GO:0044010 GO:0045226"
"2554","Q9I1C1","Q9I1C1_PSEAE","unreviewed","Uncharacterized protein","PA2358","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",129,"","878242;","pae:PA2358;",NA,NA,"NP_251048.1;WP_010895608.1;",NA,"","",NA,"",""
"2555","G3XDB2","G3XDB2_PSEAE","unreviewed","Cell division coordinator CpoB","cpoB PA0974","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",274,"","877786;","pae:PA0974;",NA,NA,"NP_249665.1;WP_003120698.1;",NA,"outer membrane-bounded periplasmic space [GO:0030288]; FtsZ-dependent cytokinesis [GO:0043093]; protein trimerization [GO:0070206]","GO:0030288; GO:0043093; GO:0070206",NA,"","GO:0030288 GO:0043093 GO:0070206"
"2556","Q9HT79","Q9HT79_PSEAE","unreviewed","Uncharacterized protein","PA5494","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",96,"","877824;","pae:PA5494;",NA,NA,"NP_254181.1;WP_003096984.1;",NA,"","",NA,"",""
"2557","Q9HWQ2","Q9HWQ2_PSEAE","unreviewed","Uncharacterized protein","PA4129","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",162,"","881844;","pae:PA4129;",NA,NA,"NP_252818.1;WP_003093457.1;",NA,"","",NA,"",""
"2558","Q9HYI1","Q9HYI1_PSEAE","unreviewed","Uncharacterized protein","PA3424","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",468,"","878863;","pae:PA3424;",NA,NA,"NP_252114.1;WP_003102335.1;",NA,"cytoplasm [GO:0005737]; oxidoreductase activity [GO:0016491]","GO:0005737; GO:0016491",NA,"","GO:0005737 GO:0016491"
"2559","Q9I501","Q9I501_PSEAE","unreviewed","Uncharacterized protein","PA0957","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",135,"","882127;","pae:PA0957;",NA,NA,"NP_249648.1;WP_003086091.1;",NA,"cytosol [GO:0005829]; 1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity [GO:0061522]; CoA hydrolase activity [GO:0016289]","GO:0005829; GO:0016289; GO:0061522",NA,"","GO:0005829 GO:0016289 GO:0061522"
"2560","Q9I1C6","Q9I1C6_PSEAE","unreviewed","Probable glycerophosphoryl diester phosphodiesterase","PA2352","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",375,"","881920;","pae:PA2352;",NA,NA,"NP_251042.1;WP_003115005.1;",NA,"glycerophosphodiester phosphodiesterase activity [GO:0008889]; lipid metabolic process [GO:0006629]","GO:0006629; GO:0008889",NA,"","GO:0006629 GO:0008889"
"2561","Q9I1V7","Q9I1V7_PSEAE","unreviewed","Probable alcohol dehydrogenase (Zn-dependent)","PA2158","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",415,"","881293;","pae:PA2158;",NA,NA,"NP_250848.1;WP_003088939.1;",NA,"oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]","GO:0008270; GO:0016491",NA,"","GO:0008270 GO:0016491"
"2562","Q9I250","Q9I250_PSEAE","unreviewed","Copper resistance protein A","pcoA PA2065","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",632,"","877718;","pae:PA2065;",NA,NA,"NP_250755.1;WP_003114867.1;",NA,"periplasmic space [GO:0042597]; copper ion binding [GO:0005507]; oxidoreductase activity, oxidizing metal ions [GO:0016722]","GO:0005507; GO:0016722; GO:0042597",NA,"","GO:0005507 GO:0016722 GO:0042597"
"2563","Q9HXX1","Q9HXX1_PSEAE","unreviewed","Uncharacterized protein","PA3669","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",326,"","879155;","pae:PA3669;",NA,NA,"NP_252359.1;WP_003113859.1;",NA,"","",NA,"",""
"2564","Q9I1Y0","Q9I1Y0_PSEAE","unreviewed","Probable transporter","PA2135","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",454,"","880120;","pae:PA2135;",NA,NA,"NP_250825.1;WP_003113638.1;",NA,"integral component of membrane [GO:0016021]; solute:proton antiporter activity [GO:0015299]","GO:0015299; GO:0016021",NA,"","GO:0015299 GO:0016021"
"2565","Q9I5W7","Q9I5W7_PSEAE","unreviewed","Uncharacterized protein","PA0569","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",156,"","881959;","pae:PA0569;",NA,NA,"NP_249260.1;WP_003099612.1;",NA,"","",NA,"",""
"2566","Q9HUH8","Q9HUH8_PSEAE","unreviewed","Probable transcriptional regulator","PA4987","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",199,"","879016;","pae:PA4987;",NA,NA,"NP_253674.1;WP_003095727.1;",NA,"sequence-specific DNA binding [GO:0043565]","GO:0043565",NA,"","GO:0043565"
"2567","Q9I107","Q9I107_PSEAE","unreviewed","Probable cytochrome P450","PA2475","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",444,"","879833;","pae:PA2475;",NA,NA,"NP_251165.1;WP_003113295.1;",NA,"heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]","GO:0004497; GO:0005506; GO:0016705; GO:0020037",NA,"","GO:0004497 GO:0005506 GO:0016705 GO:0020037"
"2568","Q9HVY7","Q9HVY7_PSEAE","unreviewed","Stringent starvation protein A","sspA PA4428","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",205,"","881209;","pae:PA4428;",NA,NA,"NP_253118.1;WP_003094155.1;",NA,"","",NA,"",""
"2569","Q9I3H3","Q9I3H3_PSEAE","unreviewed","Uncharacterized protein","PA1540","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",109,"","883069;","pae:PA1540;",NA,NA,"NP_250231.1;WP_003103934.1;",NA,"integral component of plasma membrane [GO:0005887]; amino-acid betaine transmembrane transporter activity [GO:0015199]; antiporter activity [GO:0015297]; choline transmembrane transporter activity [GO:0015220]; spermidine transmembrane transporter activity [GO:0015606]; transmembrane transporter activity [GO:0022857]; choline transport [GO:0015871]; glycine betaine transport [GO:0031460]; spermidine transmembrane transport [GO:1903711]; transmembrane transport [GO:0055085]","GO:0005887; GO:0015199; GO:0015220; GO:0015297; GO:0015606; GO:0015871; GO:0022857; GO:0031460; GO:0055085; GO:1903711",NA,"","GO:0005887 GO:0015199 GO:0015220 GO:0015297 GO:0015606 GO:0015871 GO:0022857 GO:0031460 GO:0055085 GO:1903711"
"2570","Q9HXK4","Q9HXK4_PSEAE","unreviewed","Uncharacterized protein","PA3793","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",110,"","879123;","pae:PA3793;",NA,NA,"NP_252482.1;WP_003092770.1;",NA,"","",NA,"",""
"2571","G3XD03","G3XD03_PSEAE","unreviewed","Uncharacterized protein","PA1688","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",289,"","877831;","pae:PA1688;",NA,NA,"NP_250379.1;WP_003087664.1;",NA,"endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; strictosidine synthase activity [GO:0016844]; biosynthetic process [GO:0009058]","GO:0005783; GO:0009058; GO:0016020; GO:0016844",NA,"","GO:0005783 GO:0009058 GO:0016020 GO:0016844"
"2572","Q9HV54","Q9HV54_PSEAE","unreviewed","Transcription termination/antitermination protein NusA","nusA PA4745","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",493,"","881696;","pae:PA4745;",NA,NA,"NP_253433.1;WP_003095192.1;",NA,"cytosol [GO:0005829]; DNA-binding transcription factor activity [GO:0003700]; nucleotide binding [GO:0000166]; RNA binding [GO:0003723]; DNA-templated transcription, termination [GO:0006353]; transcription antitermination [GO:0031564]","GO:0000166; GO:0003700; GO:0003723; GO:0005829; GO:0006353; GO:0031564",NA,"","GO:0000166 GO:0003700 GO:0003723 GO:0005829 GO:0006353 GO:0031564"
"2573","Q9HTF9","Q9HTF9_PSEAE","unreviewed","Uncharacterized protein","PA5405","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",77,"","880104;","pae:PA5405;",NA,NA,"NP_254092.1;WP_003105712.1;",NA,"","",NA,"",""
"2574","Q9I278","Q9I278_PSEAE","unreviewed","Uncharacterized protein","PA2037","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",486,"","878475;","pae:PA2037;",NA,NA,"NP_250727.1;WP_003160156.1;",NA,"","",NA,"",""
"2575","Q9I520","Q9I520_PSEAE","unreviewed","Uncharacterized protein","PA0938","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",442,"","880291;","pae:PA0938;",NA,NA,"NP_249629.1;WP_003112588.1;",NA,"Gram-negative-bacterium-type cell wall [GO:0009276]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; periplasmic side of plasma membrane [GO:0098567]; plasma membrane [GO:0005886]; protein tyrosine kinase activity [GO:0004713]; Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; O antigen biosynthetic process [GO:0009243]","GO:0004713; GO:0005886; GO:0009243; GO:0009276; GO:0016020; GO:0016021; GO:0043165; GO:0098567",NA,"","GO:0004713 GO:0005886 GO:0009243 GO:0009276 GO:0016020 GO:0016021 GO:0043165 GO:0098567"
"2576","Q9HWY3","Q9HWY3_PSEAE","unreviewed","Uncharacterized protein","PA4045","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",265,"","879075;","pae:PA4045;",NA,NA,"NP_252734.1;WP_003102817.1;",NA,"","",NA,"",""
"2577","Q9I456","Q9I456_PSEAE","unreviewed","Probable outer membrane protein","PA1288","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",424,"","881473;","pae:PA1288;",NA,NA,"NP_249979.1;WP_003082638.1;",NA,"intrinsic component of cell outer membrane [GO:0031230]; long-chain fatty acid transporting porin activity [GO:0015483]","GO:0015483; GO:0031230",NA,"","GO:0015483 GO:0031230"
"2578","Q9I2Z2","Q9I2Z2_PSEAE","unreviewed","Uncharacterized protein","PA1745","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",162,"","881939;","pae:PA1745;",NA,NA,"NP_250436.1;WP_003087756.1;",NA,"","",NA,"",""
"2579","Q9I2W6","Q9I2W6_PSEAE","unreviewed","CrfX protein","crfX PA1774","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",84,"","878580;","pae:PA1774;",NA,NA,"NP_250465.1;WP_003120308.1;",NA,"","",NA,"",""
"2580","Q9I3B6","Q9I3B6_PSEAE","unreviewed","Uncharacterized protein","PA1605","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",344,"","881963;","pae:PA1605;",NA,NA,"NP_250296.1;WP_003097898.1;",NA,"hydrolase activity [GO:0016787]","GO:0016787",NA,"","GO:0016787"
"2581","Q9I0E6","Q9I0E6_PSEAE","unreviewed","Probable transcriptional regulator","PA2696","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",297,"","882690;","pae:PA2696;",NA,NA,"NP_251386.1;WP_003119473.1;",NA,"DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]","GO:0003700; GO:0043565",NA,"","GO:0003700 GO:0043565"
"2582","Q9I385","Q9I385_PSEAE","unreviewed","Uncharacterized protein","PA1640","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",345,"","878644;","pae:PA1640;",NA,NA,"NP_250331.1;WP_003087542.1;",NA,"hydrolase activity [GO:0016787]; lipid catabolic process [GO:0016042]","GO:0016042; GO:0016787",NA,"","GO:0016042 GO:0016787"
"2583","Q9HWJ8","Q9HWJ8_PSEAE","unreviewed","Uncharacterized protein","PA4183","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",155,"","880295;","pae:PA4183;",NA,NA,"NP_252872.1;WP_003118992.1;",NA,"","",NA,"",""
"2584","Q9HZD9","Q9HZD9_PSEAE","unreviewed","Uncharacterized protein","PA3069","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",205,"","","",NA,NA,"",NA,"","",NA,"",""
"2585","Q9I4U1","Q9I4U1_PSEAE","unreviewed","Probable glutathione S-transferase","PA1033","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",213,"","880186;","pae:PA1033;",NA,NA,"NP_249724.1;WP_003112525.1;",NA,"transferase activity [GO:0016740]","GO:0016740",NA,"","GO:0016740"
"2586","Q9I559","Q9I559_PSEAE","unreviewed","Probable C4-dicarboxylate transporter","PA0886","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",427,"","879689;","pae:PA0886;",NA,NA,"NP_249577.1;WP_003085927.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; C4-dicarboxylate transport [GO:0015740]","GO:0005886; GO:0015740; GO:0016021; GO:0022857",NA,"","GO:0005886 GO:0015740 GO:0016021 GO:0022857"
"2587","Q9I5C1","Q9I5C1_PSEAE","unreviewed","Uncharacterized protein","PA0818","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",90,"","879301;","pae:PA0818;",NA,NA,"NP_249509.1;WP_003085667.1;",NA,"","",NA,"",""
"2588","Q9I1E3","Q9I1E3_PSEAE","unreviewed","Probable TonB-dependent receptor","PA2335","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",789,"","881961;","pae:PA2335;",NA,NA,"NP_251025.1;WP_003114997.1;",NA,"cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]","GO:0009279; GO:0016021",NA,"","GO:0009279 GO:0016021"
"2589","Q9I0X2","Q9I0X2_PSEAE","unreviewed","Transcriptional regulator CatR","catR PA2510","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",290,"","882821;","pae:PA2510;",NA,NA,"NP_251200.1;WP_003089870.1;",NA,"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]","GO:0003677; GO:0003700",NA,"","GO:0003677 GO:0003700"
"2590","Q9I4C6","Q9I4C6_PSEAE","unreviewed","Probable major facilitator superfamily (MFS) transporter","PA1212","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",409,"","882023;","pae:PA1212;",NA,NA,"NP_249903.1;WP_003112450.1;",NA,"integral component of membrane [GO:0016021]; transporter activity [GO:0005215]; transmembrane transport [GO:0055085]","GO:0005215; GO:0016021; GO:0055085",NA,"","GO:0005215 GO:0016021 GO:0055085"
"2591","Q9I557","Q9I557_PSEAE","unreviewed","Arginine/ornithine transport protein AotQ","aotQ PA0889","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",229,"","882205;","pae:PA0889;",NA,NA,"NP_249580.1;WP_003085934.1;",NA,"ATP-binding cassette (ABC) transporter complex [GO:0043190]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; L-arginine import across plasma membrane [GO:0097638]; L-ornithine import across plasma membrane [GO:0097640]","GO:0005886; GO:0022857; GO:0043190; GO:0097638; GO:0097640",NA,"","GO:0005886 GO:0022857 GO:0043190 GO:0097638 GO:0097640"
"2592","Q9I750","Q9I750_PSEAE","unreviewed","Uncharacterized protein","PA0082","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",344,"","879402;","pae:PA0082;",NA,NA,"NP_248772.1;WP_003115054.1;",NA,"type VI protein secretion system complex [GO:0033104]","GO:0033104",NA,"","GO:0033104"
"2593","Q9I781","Q9I781_PSEAE","unreviewed","Potential phenazine-modifying enzyme","phzH PA0051","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",610,"","878637;","pae:PA0051;",NA,NA,"NP_248741.1;WP_003114665.1;",NA,"asparagine synthase (glutamine-hydrolyzing) activity [GO:0004066]; ATP binding [GO:0005524]; asparagine biosynthetic process [GO:0006529]; glutamine metabolic process [GO:0006541]","GO:0004066; GO:0005524; GO:0006529; GO:0006541",NA,"","GO:0004066 GO:0005524 GO:0006529 GO:0006541"
"2594","Q9HT38","Q9HT38_PSEAE","unreviewed","RNA polymerase-binding transcription factor DksA","dksA PA5536","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",134,"","877722;","pae:PA5536;",NA,NA,"NP_254223.1;WP_003097086.1;",NA,"cytoplasm [GO:0005737]; RNA polymerase binding [GO:0070063]; zinc ion binding [GO:0008270]; regulation of gene expression [GO:0010468]","GO:0005737; GO:0008270; GO:0010468; GO:0070063",NA,"","GO:0005737 GO:0008270 GO:0010468 GO:0070063"
"2595","Q9HWG5","Q9HWG5_PSEAE","unreviewed","Pyochelin biosynthetic protein PchG","pchG PA4224","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",349,"","880082;","pae:PA4224;",NA,NA,"NP_252914.1;WP_003115080.1;",NA,"oxidoreductase activity [GO:0016491]","GO:0016491",NA,"","GO:0016491"
"2596","Q9I4T0","Q9I4T0_PSEAE","unreviewed","Uncharacterized protein","PA1044","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",154,"","881555;","pae:PA1044;",NA,NA,"NP_249735.1;WP_003082024.1;",NA,"integral component of membrane [GO:0016021]","GO:0016021",NA,"","GO:0016021"
"2597","Q9I2L9","Q9I2L9_PSEAE","unreviewed","Uncharacterized protein","PA1878","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",192,"","877972;","pae:PA1878;",NA,NA,"NP_250569.1;WP_003114949.1;",NA,"","",NA,"",""
"2598","Q9I082","Q9I082_PSEAE","unreviewed","Uncharacterized protein","PA2761","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",138,"","882730;","pae:PA2761;",NA,NA,"NP_251451.1;WP_010895636.1;",NA,"glycine betaine-transporting ATPase activity [GO:0031459]; sarcosine catabolic process [GO:1901053]","GO:0031459; GO:1901053",NA,"","GO:0031459 GO:1901053"
"2599","Q9I2H9","Q9I2H9_PSEAE","unreviewed","Uncharacterized protein","PA1925","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",108,"","882119;","pae:PA1925;",NA,NA,"NP_250615.1;WP_003088238.1;",NA,"integral component of membrane [GO:0016021]","GO:0016021",NA,"","GO:0016021"
"2600","Q9HUF8","Q9HUF8_PSEAE","unreviewed","Uncharacterized protein","PA5007","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",252,"","881608;","pae:PA5007;",NA,NA,"NP_253694.1;WP_003095770.1;",NA,"kinase activity [GO:0016301]","GO:0016301",NA,"","GO:0016301"
"2601","Q9I0U0","Q9I0U0_PSEAE","unreviewed","Uncharacterized protein","PA2544","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",237,"","878893;","pae:PA2544;",NA,NA,"NP_251234.1;WP_003139068.1;",NA,"cytoplasm [GO:0005737]; N-acetyltransferase activity [GO:0008080]","GO:0005737; GO:0008080",NA,"","GO:0005737 GO:0008080"
"2602","Q9I195","Q9I195_PSEAE","unreviewed","Uncharacterized protein","PA2384","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",107,"","879586;","pae:PA2384;",NA,NA,"NP_251074.1;WP_003089535.1;",NA,"","",NA,"",""
"2603","Q9HW34","Q9HW34_PSEAE","unreviewed","Uncharacterized protein","PA4368","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",300,"","881429;","pae:PA4368;",NA,NA,"NP_253058.1;WP_003112766.1;",NA,"integral component of membrane [GO:0016021]; ubiquitin-protein transferase activity [GO:0004842]; organelle organization [GO:0006996]","GO:0004842; GO:0006996; GO:0016021",NA,"","GO:0004842 GO:0006996 GO:0016021"
"2604","Q9HW18","Q9HW18_PSEAE","unreviewed","Uncharacterized protein","PA4384","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",228,"","881389;","pae:PA4384;",NA,NA,"NP_253074.1;WP_003102671.1;",NA,"","",NA,"",""
"2605","Q9I0U9","Q9I0U9_PSEAE","unreviewed","Probable oxidoreductase","PA2535","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",331,"","879891;","pae:PA2535;",NA,NA,"NP_251225.1;WP_003113326.1;",NA,"","",NA,"",""
"2606","Q9I1V8","Q9I1V8_PSEAE","unreviewed","Uncharacterized protein","PA2157","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",312,"","881303;","pae:PA2157;",NA,NA,"NP_250847.1;WP_003113650.1;",NA,"","",NA,"",""
"2607","Q9I0K3","Q9I0K3_PSEAE","unreviewed","Uncharacterized protein","PA2635","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",672,"","882342;","pae:PA2635;",NA,NA,"NP_251325.1;WP_003113374.1;",NA,"","",NA,"",""
"2608","Q9HTP3","Q9HTP3_PSEAE","unreviewed","Probable major facilitator superfamily (MFS) transporter","PA5311","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",387,"","877978;","pae:PA5311;",NA,NA,"NP_253998.1;WP_003114355.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]","GO:0005886; GO:0016021; GO:0055085",NA,"","GO:0005886 GO:0016021 GO:0055085"
"2609","Q9I0D0","Q9I0D0_PSEAE","unreviewed","Uncharacterized protein","PA2712","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",287,"","882563;","pae:PA2712;",NA,NA,"NP_251402.1;WP_003090576.1;",NA,"integral component of membrane [GO:0016021]","GO:0016021",NA,"","GO:0016021"
"2610","Q9I4N0","Q9I4N0_PSEAE","unreviewed","Flagellar protein FliJ","fliJ PA1105","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",147,"","879381;","pae:PA1105;",NA,NA,"NP_249796.1;WP_003082220.1;",NA,"bacterial-type flagellum [GO:0009288]; membrane [GO:0016020]; motor activity [GO:0003774]; bacterial-type flagellum-dependent cell motility [GO:0071973]; chemotaxis [GO:0006935]","GO:0003774; GO:0006935; GO:0009288; GO:0016020; GO:0071973",NA,"","GO:0003774 GO:0006935 GO:0009288 GO:0016020 GO:0071973"
